OPPORTUNITY LINK,OPPORTUNITY TITLE,Status,"Private, Local, State, or Federal",AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,DUE DATE,Instrument Type,Immigration Status Requirements,Description,Demographic Eligibility,Other Eligibility Requirements,COVID Specific,Location Eligibility
PAR-21-183,Developing Digital Therapeutics for Substance Use Disorders (UG3/UH3 Clinical Trial optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,12/06/2023,Cooperative Agreement,,,,,,
RFA-AI-21-019,Radiation-Induced Immune Dysfunction (U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/24/2021,Cooperative Agreement,,,,,,
RFA-NS-21-015,HEAL Initiative: Analgesic Development Initial Translational Efforts [Small Molecules and Biologics] (U19 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/10/2023,Cooperative Agreement,,,,,,
NOT-HL-21-002,"Notice of Intent to Publish a Funding Opportunity Announcement for the ARDS, Pneumonia, and Sepsis Phenotyping Consortium Clinical Centers (U01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,3140000,5,"Lora Reineck, MD, MS",301-435-0222,,Cooperative Agreement,,,,,,
PAR-21-213,"Emergency Award: Social, Behavioral, and Economic Research on COVID-19 Consortium (U01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/08/2021,Cooperative Agreement,,,,,,
RFA-MH-21-180,BRAIN Initiative: Reagent Resources for Brain Cell Type-Specific Access and Manipulation to Broaden Distribution of Enabling Technologies for Neuroscience (U24 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,07/12/2022,Cooperative Agreement,,,,,,
PAR-21-163,Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2024,Cooperative Agreement,,,,,,
NOT-HL-21-006,"Notice of Intent to Publish a Funding Opportunity Announcement for the ARDS, Pneumonia, and Sepsis Phenotyping Consortium Coordinating Center (U01)",Available,Federal,National Institutes of Health,3140000,1,"Lora Reineck, MD, MS",301-435-0222,,Cooperative Agreement,,,,,,
RFA-CA-21-037,3D Technologies to Accelerate HTAN Atlas Building Efforts (UH2 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,3500000,4,"NIH OER Webmaster
grantsinfo@nih.gov",,11/22/2021,Cooperative Agreement,,,,,,
W911NF21S0009,LPS Qubit Collaboratory (LQC),Available,Federal,Dept of the Army -- Materiel Command,,,"Technical Program Point of Contact (ARO):
Dr. T.R. Govindan
t.r.govindan.civ@mail.mil",,04/30/2026,Cooperative Agreement,,,,,,
RFA-DK-20-027,Kidney Precision Medicine Project Kidney Tissue Atlas Coordinating Center  (U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/23/2021,Cooperative Agreement,,,,,,
RFA-DK-20-029,Kidney Precision Medicine Project Central Hub  (U24 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/23/2021,Cooperative Agreement,,,,,,
RFA-DK-20-026,Kidney Precision Medicine Project Recruitment Sites (U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/23/2021,Cooperative Agreement,,,,,,
RFA-DK-20-028,Kidney Precision Medicine Project Tissue Interrogation Sites (U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/23/2021,Cooperative Agreement,,,,,,
PAR-21-233,Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,04/05/2024,Cooperative Agreement,,,,,,
RFA-NS-21-021,Translational Neural Devices (UG3/UH3 - Clinical Trial Optional),Available,Federal,National Institutes of Health,4000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,02/20/2024,Cooperative Agreement,,,,,,
RFA-NS-21-022,Translational Neural Devices (U44 Clinical Trial Optional),Available,Federal,National Institutes of Health,4000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,02/20/2024,Cooperative Agreement,,,,,,
PAR-18-820,Alzheimer's Drug-Development Program (U01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2022,Cooperative Agreement,,,,,,
PAR-21-227,Resource Center for the Support for Research Excellence (SuRE) Program (U24 - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/24/2021,Cooperative Agreement,,,,,,
NOT-MH-21-260,Notice of Intent to Publish a Funding Opportunity Announcement for BRAIN Initiative Cell Atlas Network (BICAN): Comprehensive Center on Human and Non-human Primate Brain Cell Atlases (UM1 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,95000000,4,"Yong Yao, Ph.D.",301-443-6102,,Cooperative Agreement,,,,,,
RFA-AI-21-030,Centers for HIV Structural Biology (U54 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/13/2021,Cooperative Agreement,,,,,,
NOT-MH-21-262,"Notice of Intent to Publish a Funding Opportunity Announcement for BRAIN Initiative Cell Atlas Network (BICAN): Coordinating Unit for Biostatistics, Informatics, and Engagement (CUBIE) (U24 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,5000000,8,"Yong Yao, Ph.D.",301-443-6102,,Cooperative Agreement,,,,,,
NOT-CA-21-063,Notice of Intent to Publish a Funding Opportunity Announcement for Acquired Resistance to Therapy Network (ARTNet) (U54 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,6600000,4,"For specific inquiries related to radiotherapy and radiation biology:
Michael Graham Espey, Ph.D.",240- 276-7619,,Cooperative Agreement,,,,,,
NOT-CA-21-061,Notice of Intent to Publish a Funding Opportunity Announcement for Coordinating and Data Management Center for Translational and Basic Science Research in Early Lesions (TBEL) (U24 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,1,"Christos Patriotis, Ph.D. Division of Cancer Prevention",240-276-7134,,Cooperative Agreement,,,,,,
NOT-CA-21-068,Notice of Intent to Publish a Funding Opportunity Announcement for Canine Cancer Immunotherapy Network (K9CIN, U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,2850000,5,"Connie Sommers, Ph.D.",240-276-7187,,Cooperative Agreement,,,,,
NOT-CA-21-069,Notice of Intent to Publish a Funding Opportunity Announcement for Coordinating Center for Canine Cancer Immunotherapy Network (K9CIN, U24 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,570000,1,"Connie Sommers, Ph.D.",240-276-7187,,Cooperative Agreement,,,,,
NOT-MH-21-261,"Notice of Intent to Publish a Funding Opportunity Announcement for BRAIN Initiative Cell Atlas Network (BICAN): Specialized Collaboratory on Human, Non-human Primate, and Mouse Brain Cell Atlases (U01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,95000000,10,"Yong Yao, Ph.D.",301-443-6102,,Cooperative Agreement,,,,,,
PAR-21-224,NeuroNEXT Small Business Innovation in Clinical Trials (U44 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,04/05/2024,Cooperative Agreement,,,,,,
PAR-21-223,NeuroNEXT Clinical Trials (U01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,03/05/2024,Cooperative Agreement,,,,,,
RFA-NS-21-024,BRAIN Initiative: Clinical Studies to Advance Next-Generation Invasive Devices for Recording and Modulation in the Human Central Nervous System (UH3 Clinical Trial Optional),Available,Federal,National Institutes of Health,10000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,02/20/2024,Cooperative Agreement,,,,,,
RFA-NS-21-023,BRAIN Initiative:  Next-Generation Invasive Devices for Recording and Modulation in the Human Central Nervous System (UG3/UH3 Clinical Trial Optional),Available,Federal,National Institutes of Health,10000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,02/20/2024,Cooperative Agreement,,,,,,
RFA-DK-21-007,Standardization of C-Peptide and HbA1C Measurements Program (U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,550000,1,"NIH OER Webmaster
grantsinfo@nih.gov",,10/20/2021,Cooperative Agreement,,,,,,
RFA-AI-21-016,Emerging Science and Technology in Transplantation (U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/03/2021,Cooperative Agreement,,,,,,
F21AS00413,2021 National Fish Passage Program,Available,Federal,Fish and Wildlife Service,,,"Sara N Williams
sara_n_williams@fws.gov",,12/31/2021,Cooperative Agreement,,,,,,
DE-FOA-0002513,SolSmart Program Management,Available,Federal,Golden Field Office,1,1,SolSmart.FOA@ee.doe.gov,,08/17/2021,Cooperative Agreement,,,,,,
F21AS00513,2021 National Fish Habitat Action Plan,Available,Federal,Fish and Wildlife Service,4300000,,"Tracey Vriens
tracey_vriens@fws.gov",,12/31/2021,Cooperative Agreement,,,,,,
PAR-21-236,NINDS Exploratory Clinical Trials (U01 - Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2022,Cooperative Agreement,,,,,,
PAR-21-237,NINDS Efficacy Clinical Trials (UG3/UH3 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Cooperative Agreement,,,,,,
PAR-21-244,NIDA Animal Genomics Program (U01  Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,03/04/2024,Cooperative Agreement,,,,,,
FOR-FD-22-001,Innovation Grant: COVID-19 and Health Equity (R01) Clinical Trials Optional,Available,Federal,Food and Drug Administration,5000000,5,"Shashi Malhotra
Grants Management Specialist",2404027592,,Cooperative Agreement,,,,,,
FOR-FD-22-003,"Analgesic, Anesthetic and Addiction Clinical Trials Innovations, Opportunities, and Networks (ACTTION) /Pediatric Anesthesia Safety Initiative (PASI)",Available,Federal,Food and Drug Administration,1000000,1,"Shashi Malhotra
Grants Management Specialist",2404027592,,Cooperative Agreement,,,,,,
FOR-FD-22-002,Academic Development of a Training Program for Good Laboratory/Clinical Practices in High Containment Environments,Available,Federal,Food and Drug Administration,1800000,1,"Shashi Malhotra
Grants Management Specialist",2404027592,,Cooperative Agreement,,,,,,
PAR-21-243,Clinical Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Mind and Body Interventions (Collaborative UG3/UH3 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,03/11/2024,Cooperative Agreement,,,,,,
PAR-21-242,Data Coordinating Center for NCCIH Multi-Site Investigator-Initiated Clinical Trials of Mind and Body Interventions (Collaborative U24 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,03/11/2024,Cooperative Agreement,,,,,,
PAR-21-157,The Midlife in the United States Study - Cognitive and Neurocognitive Precursors of AD/ADRD (U01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/01/2022,Cooperative Agreement,,,,,,
PAR-21-156,The Midlife in the United States Study (U19 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,02/01/2022,Cooperative Agreement,,,,,,
RFA-NS-21-027,BRAIN Initiative: Optimization of Transformative Technologies for Recording and Modulation in the Nervous System (U01 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/27/2023,Cooperative Agreement,,,,,,
NOT-NS-21-074,Notice of Intent to Publish a Funding Opportunity Announcement for Creating an Educational Nexus for Training in Experimental Rigor (CENTER) (UC2 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,1,Shai Silberberg,301-496-1917,,Cooperative Agreement,,,,,,
NOT-RM-21-023,Notice of Intent to Publish a Funding Opportunity Announcement for SPARC Human Open Research Neural Engineering Technology (HORNET) Initiative (U41 Clinical Trial Optional),Available,Federal,National Institutes of Health,30000000,5,"Eric Hudak, Ph.D.",301-496-1779,,Cooperative Agreement,,,,,,
RFA-RM-21-023,"Integration, Dissemination, and Evaluation (BRIDGE) Center for the NIH Bridge to Artificial Intelligence (Bridge2AI) Program (U54 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/20/2021,Cooperative Agreement,,,,,,
NOT-NS-21-075,Notice of Intent to Publish a Funding Opportunity Announcement for Materials to Enhance Training in Experimental Rigor (METER) (UE5 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,Shai Silberberg,301-496-1917,,Cooperative Agreement,,,,,,
HRSA-22-062,Information Services To Rural Hospitals Flexibility Grantees,Available,Federal,Health Resources and Services Administration,1000000,1,Kristin Martinsen,(301)594-4438,,Cooperative Agreement,,,,,,
HRSA-22-082,National Action Partnership to Promote Safe Sleep Program,Available,Federal,Health Resources and Services Administration,500000,1,Maureen Perkins,(301)443-9163,,Cooperative Agreement,,,,,,
HRSA-22-076,Children and Youth with Special Health Needs Research Network,Available,Federal,Health Resources and Services Administration,1200000,1,Sarah Beth McLellan,(301)443-3272,,Cooperative Agreement,,,,,,
HRSA-22-083,Maternal and Child Environmental Health Network,Available,Federal,Health Resources and Services Administration,1200000,1,Cristina Novoa,(301)443-1463,,Cooperative Agreement,,,,,,
HRSA-22-079,National Coordinating Center for Comprehensive Hemophilia Diagnostic and Treatment Centers,Available,Federal,Health Resources and Services Administration,800000,1,Kathryn McLaughlin,(301)443-6829,,Cooperative Agreement,,,,,,
HRSA-22-084,"National Fetal, Infant and Child Death Review Center Program",Available,Federal,Health Resources and Services Administration,1449996,1,Diane Pilkey,(301)443-8927,,Cooperative Agreement,,,,,,
RFA-CA-21-033,The Early Detection Research Network:  Clinical Validation Centers (U01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/09/2021,Cooperative Agreement,,,,,,
RFA-CA-21-034,The Early Detection Research Network: Data Management and Coordinating Center (U24 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/09/2021,Cooperative Agreement,,,,,,
RFA-CA-21-035,The Early Detection Research Network: Biomarker Characterization Centers (U2C Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/09/2021,Cooperative Agreement,,,,,,
FA9550-21-S-0001,Research Interests of the Air Force Office of Scientific Research,Available,Federal,Air Force Office of Scientific Research,,999999,"Calvin D Scott
Grantor
Phone 703-696-7308",,,Cooperative Agreement,,,,,,
RFA-DP-22-002,Epidemiology of Lupus: Longitudinal Studies in Population-Based Cohorts,Available,Federal,Centers for Disease Control and Prevention - ERA,22000000,5,Dionne Godette,4044983213,,Cooperative Agreement,,,,,,
PAR-21-204,NEI Vision Research Epidemiology Grant (UG1 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/07/2024,Cooperative Agreement,,,,,,
HHS-2021-ACF-OPRE-PD-1915,Human Services Interoperability Innovations,Available,Federal,Administration for Children and Families - OPRE,1200000,3,"ACF Applications Help Desk
app_support@acf.hhs.gov",,09/01/2021,Cooperative Agreement,,,,,,
HRSA-22-064,Rural Communities Opioid Response Program-Technical Assistance,Available,Federal,Health Resources and Services Administration,10000000,1,Rural Opioid Response,(301)443-0835,,Cooperative Agreement,,,,,,
RFA-DK-21-014,Identification and Characterization of Bioactive Microbial Metabolites for Advancing Research on Microbe-Diet-Host Interactions Knowledgebase Management Center (U24 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/20/2021,Cooperative Agreement,,,,,,
CDC-RFA-DP22-2204,Improving and Enhancing the US Vision and Eye Health Surveillance System,Available,Federal,Centers for Disease Control - NCCDPHP,2550000,1,Elizabeth Lundeen,770-488-6517,,Cooperative Agreement,,,,,,
RFA-LM-21-002,Network of the National Library of Medicine All of Us Program Center (U24) (Clinical Trial Optional),Available,Federal,National Institutes of Health,4470000,1,"NIH OER Webmaster
grantsinfo@nih.gov",,09/17/2021,Cooperative Agreement,,,,,,
RFA-PS-22-001,Implementing Pre-exposure Prophylaxis for HIV Prevention in Syringe Service Programs,Available,Federal,Centers for Disease Control and Prevention - ERA,2500000,1,Jocelyn Patterson Mosley,404-639-6437,,Cooperative Agreement,,,,,,
DE-FOA-0001817,U.S. Industry Opportunities for Advanced Nuclear Technology Development,Available,Federal,Idaho Field Office,250000000,50,"Grants Specialist Andrew J. Ford 
fordaj@id.doe.gov",,05/02/2022,Cooperative Agreement,,,,,,
